"","Word","VersionNum","WordType","Block","Word_ID_unique","RTclean_mean","RTclean_sd","Rtclean_n","zRTclean_mean","zRTclean_sd","zRTclean_n","ACC","ACC_n","Concrete_rating","num_boi_pexman","mean_rating_boi_pexman","sd_rating_boi_pexman","num_tillotson_boi","mean_rating_tillotson_boi","sd_rating_tillotson_boi","num_image","mean_rating_image","sd_rating_image
","num_boi","mean_rating_boi","sd_rating_boi","Lg10WF","Lg10CD","Dom_PoS_SUBTLEX","AoA_Kup_lem","group","level"
"32","obscenity","7","Abstract",4,70903,989.52,343.79,31,0.1922,1.052,31,1,31,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73239375982297,1.47712125471966,"Noun",10.35,NA,NA
"33","penance","9","Abstract",4,90915,1026.27,303.67,22,0.3833,1.1838,22,0.7,30,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86923171973098,1.77815125038364,"Noun",12.5,NA,NA
"34","persuasion","3","Abstract",3,30678,1059.27,435.79,26,0.1098,1.1086,26,0.871,31,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.00432137378264,1.94939000664491,"Noun",10.9,NA,NA
"35","pride","1","Abstract",2,10437,864.82,223.21,28,-0.4197,0.5786,28,0.9032,31,1.66,26,1.730769231,1.588903831,30,1.73,1.66,NA,NA,NA,NA,NA,NA,3.14983469671578,2.97173959088778,"Noun",8.95,NA,NA
"36","prodigal","2","Abstract",2,20414,1122.85,454.83,26,0.401,1.3643,26,0.8065,31,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76342799356294,1.7160033436348,"Noun",11.72,NA,NA
"37","promptness","7","Abstract",4,70881,972.23,414.86,30,0.0405,0.9801,30,0.9677,31,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845098040014257,0.845098040014257,"Noun",10.89,NA,NA
"38","qualifier","7","Abstract",3,70653,1172.11,479.25,18,0.505,1.2903,18,0.5806,31,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903089986991944,0.778151250383644,"Noun",12.89,NA,NA
"39","queasiness","5","Abstract",3,50721,1015.96,377.87,25,-0.0839,0.676,25,0.7813,32,2.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",10.89,NA,NA
"40","rawness","6","Abstract",4,60900,1043.9,332.32,21,0.1794,0.8253,21,0.6774,31,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",8.68,NA,NA
"41","scheme","8","Abstract",3,80656,1120,357.41,22,0.2849,0.8351,22,0.7419,31,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56937390961505,2.47275644931721,"Noun",9.65,NA,NA
"42","someway","5","Abstract",1,50157,1083.43,455.06,28,0.184,1.1249,28,0.9063,32,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.698970004336019,"Noun",7.06,NA,NA
"43","summation","4","Abstract",2,40398,1053.24,326.1,25,0.3658,1.3269,25,0.7813,32,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53147891704226,1.41497334797082,"Noun",13.59,NA,NA
"44","sustenance","4","Abstract",2,40448,1026.59,288.45,22,0.0435,0.7769,22,0.7188,32,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47712125471966,1.43136376415899,"Noun",13.18,NA,NA
"45","tactics","7","Abstract",3,70692,1146.41,387.51,22,0.5162,1.0767,22,0.7097,31,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38381536598043,2.29666519026153,"Noun",9.402877,NA,NA
"46","tenure","7","Abstract",4,70962,1053.64,394.27,22,0.3529,0.8258,22,0.7097,31,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95904139232109,1.7160033436348,"Noun",15.79,NA,NA
"47","turnoff","3","Abstract",2,30481,1181.48,380.78,21,0.582,0.9398,21,0.6774,31,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56820172406699,1.50514997831991,"Noun",11.14,NA,NA
"48","upbringing","4","Abstract",2,40478,1087.19,393.27,26,0.3066,0.8475,26,0.8125,32,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77815125038364,1.75587485567249,"Noun",9.26,NA,NA
"49","uprising","10","Abstract",4,100955,995.61,313.53,28,0.0943,1.0033,28,0.875,32,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77815125038364,1.64345267648619,"Noun",11.17,NA,NA
"50","wickedness","10","Abstract",1,100142,1061.78,321.43,23,0.1017,0.7224,23,0.7188,32,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.60205999132796,1.57978359661681,"Noun",8.79,NA,NA
"51","bobtail","3","Concrete",4,30754,941,360.37,30,-0.119,0.7282,30,1,31,4.59,25,3.48,2.181742423,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.778151250383644,"Noun",9.59,"[1.28,3.68]","low"
"52","flagship","7","Concrete",3,70518,928.66,343.5,29,-0.2011,0.9059,29,0.9355,31,3.89,22,3,1.718249386,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69897000433602,1.60205999132796,"Noun",13.12,"[1.28,3.68]","low"
"53","infantry","6","Concrete",1,60026,1372.42,583.49,12,0.7234,1.0255,12,0.3871,31,4,23,3,1.78376517,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16136800223497,1.93449845124357,"Noun",12.26,"[1.28,3.68]","low"
"54","junkie","3","Concrete",1,30041,1110.48,475.92,25,0.1396,1.2926,25,0.7742,31,3.85,27,3.444444444,1.908147175,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42488163663107,2.28780172993023,"Noun",12.68,"[1.28,3.68]","low"
"55","negotiator","1","Concrete",2,10362,1117.25,340.44,28,0.5029,1.0993,28,0.9032,31,3.85,24,3.666666667,2.078182037,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83250891270624,1.65321251377534,"Noun",11.42,"[1.28,3.68]","low"
"56","nodule","10","Concrete",1,100042,1110.29,381.8,17,0.4897,1.3781,17,0.5,32,3.62,25,3,1.58113883,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",13.71,"[1.28,3.68]","low"
"57","olympics","2","Concrete",3,20599,818.63,210.77,27,-0.4749,0.4899,27,0.871,31,4.11,27,2.777777778,1.908147175,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3384564936046,2.12057393120585,"Noun",8.312868,"[1.28,3.68]","low"
"58","oriole","2","Concrete",3,20556,1096.3,307.61,20,0.5986,0.715,20,0.6774,31,4.38,24,3.041666667,1.988645304,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.698970004336019,"Noun",10,"[1.28,3.68]","low"
"59","robbery","9","Concrete",1,90027,1099,450.81,26,0.1258,1.3071,26,0.8333,30,3.93,24,2.666666667,1.761093205,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.07040732174012,2.75511226639507,"Noun",7.43,"[1.28,3.68]","low"
"60","scavenger","7","Concrete",2,70281,946.89,357.24,27,-0.1046,0.8837,27,0.9032,31,3.93,29,3.137931034,2.133477007,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65321251377534,1.46239799789896,"Noun",9.32,"[1.28,3.68]","low"
"61","suite","3","Concrete",1,30116,971.9,399.65,29,-0.3256,0.7713,29,0.9355,31,4.16,24,3.166666667,1.833662685,30,4.13,2.33,NA,NA,NA,NA,NA,NA,2.92941892571429,2.64640372622307,"Noun",9.37,"[1.28,3.68]","low"
"62","transcript","8","Concrete",2,80268,895.07,203.36,29,-0.2975,0.6394,29,0.9355,31,4.07,25,3.56,1.850225212,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8488047010518,2.78958071216443,"Noun",13.53,"[1.28,3.68]","low"
"63","airliner","10","Concrete",3,100610,860.9,232.33,29,-0.3431,0.6302,29,0.9063,32,4.45,23,3.826086957,1.96912934,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47712125471966,1.38021124171161,"Noun",9.89,"(3.68,4.71]","medium"
"64","bellhop","3","Concrete",2,30320,885.24,356.56,29,-0.4034,0.9661,29,0.9355,31,4.42,26,4.115384615,2.026364687,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54406804435028,1.49136169383427,"Noun",11.21,"(3.68,4.71]","medium"
"65","chronometer","6","Concrete",1,60113,1151.4,440.57,30,0.2014,0.8401,30,0.9677,31,4.11,18,4.5,1.977818168,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07918124604762,0.845098040014257,"Noun",14.23,"(3.68,4.71]","medium"
"66","dashboard","8","Concrete",2,80343,932.97,319.64,31,-0.1733,0.865,31,1,31,4.61,24,4.208333333,2.105462185,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.70757017609794,1.66275783168157,"Noun",9.21,"(3.68,4.71]","medium"
"67","headmistress","5","Concrete",3,50542,1011.84,294.16,32,-0.0363,0.8578,32,1,32,4.56,27,4.555555556,1.98713813,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23044892137827,1.07918124604762,"Noun",11,"(3.68,4.71]","medium"
"68","inkwell","8","Concrete",3,80524,1046.04,451.51,27,0.1258,1.0641,27,0.871,31,4.52,23,4.086956522,1.781547935,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14612803567824,1.04139268515823,"Noun",11.76,"(3.68,4.71]","medium"
"69","insole","10","Concrete",3,100539,987.47,370.4,19,-0.0583,0.7173,19,0.5938,32,4.11,22,4.454545455,1.920497771,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",12.21,"(3.68,4.71]","medium"
"70","nightclub","9","Concrete",3,90539,786.67,275.29,30,-0.6388,0.6121,30,1,30,4.96,22,4.409090909,2.039119579,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37657695705651,2.24303804868629,"Noun",10.74,"(3.68,4.71]","medium"
"71","orator","9","Concrete",4,90800,936.71,241.82,24,-0.0249,0.7357,24,0.8333,30,4,23,3.826086957,1.77487961,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954242509439325,0.903089986991944,"Noun",13,"(3.68,4.71]","medium"
"72","persimmon","6","Concrete",4,60785,1333,585.02,20,0.8428,1.3408,20,0.6774,31,4.74,18,4.611111111,2.252812331,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.698970004336019,"Noun",15.29,"(3.68,4.71]","medium"
"73","propeller","9","Concrete",4,90761,878.74,308.34,27,-0.2435,0.8605,27,0.9,30,4.9,25,4.36,1.955334583,NA,NA,NA,41,5.56,1.76,41,3.17,1.69,1.89762709129044,1.7481880270062,"Noun",7,"(3.68,4.71]","medium"
"74","shopper","2","Concrete",3,20508,767.43,367.55,30,-0.7205,1.0732,30,0.9677,31,4.44,24,4.541666667,2.12601212,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53147891704226,1.49136169383427,"Noun",6.58,"(3.68,4.71]","medium"
"75","spaceship","6","Concrete",4,60872,793.33,248.71,30,-0.7324,0.4318,30,0.9677,31,4.48,25,4.12,1.763519209,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27646180417324,2.03742649794062,"Noun",4.67,"(3.68,4.71]","medium"
"76","cauliflower","8","Concrete",3,80581,799.26,251.43,31,-0.6632,0.538,31,1,31,5,26,5.269230769,1.929926264,NA,NA,NA,41,6.29,1.33,41,5.31,1.62,1.46239799789896,1.38021124171161,"Noun",6.18,"(4.71,6.72]","high"
"77","cayenne","6","Concrete",4,60838,1120.12,488.86,26,0.2492,1.0983,26,0.8387,31,4.22,23,5.347826087,1.640639999,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5910646070265,1.34242268082221,"Noun",12.81,"(4.71,6.72]","high"
"78","crosswalk","8","Concrete",4,80831,864.1,419.65,31,-0.4359,1.0388,31,1,31,4.62,21,4.714285714,1.901127485,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34242268082221,1.30102999566398,"Noun",6.61,"(4.71,6.72]","high"
"79","doornail","10","Concrete",3,100596,944.84,366.12,31,-0.2972,0.6998,31,0.9688,32,4.9,25,5.4,1.825741858,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56820172406699,1.46239799789896,"Noun",8.14,"(4.71,6.72]","high"
"80","grandma","2","Concrete",4,20755,713.6,185.27,30,-0.8861,0.5393,30,0.9677,31,4.54,26,5.769230769,1.58259767,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36660971039243,2.931457870689,"Noun",2.58,"(4.71,6.72]","high"
"81","grapevine","3","Concrete",3,30503,886.77,290.2,30,-0.3582,0.6194,30,0.9677,31,4.69,23,4.869565217,2.006905076,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68124123737559,1.57978359661681,"Noun",7.37,"(4.71,6.72]","high"
"82","junk","3","Concrete",1,30055,865.94,464.16,31,-0.6925,0.7785,31,1,31,3.88,27,4.962962963,1.807707462,30,4.9,1.84,NA,NA,NA,NA,NA,NA,2.89486965674525,2.75663610824585,"Noun",6.62,"(4.71,6.72]","high"
"83","keyboard","1","Concrete",3,10574,776.1,227.61,31,-0.6268,0.5993,31,1,31,4.93,25,6.08,1.288409873,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96848294855394,1.82607480270083,"Noun",9.32,"(4.71,6.72]","high"
"84","mayonnaise","10","Concrete",4,100864,928.87,457.45,30,-0.2658,0.899,30,0.9375,32,4.9,21,5.523809524,1.691716513,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06445798922692,1.93449845124357,"Noun",6.1,"(4.71,6.72]","high"
"85","medallion","4","Concrete",4,40808,873.39,212.44,28,-0.1865,0.6751,28,0.9032,31,4.68,24,5.541666667,1.793203756,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83884909073726,1.49136169383427,"Noun",10.26,"(4.71,6.72]","high"
"86","pebble","10","Concrete",2,100331,849.93,243.26,30,-0.4792,0.8062,30,0.9375,32,4.86,23,5.47826087,1.879786381,NA,NA,NA,41,6.17,1.28,41,4.04,2.06,1.81954393554187,1.69897000433602,"Noun",5.68,"(4.71,6.72]","high"
"87","pinecone","8","Concrete",2,80317,920.77,370.54,30,-0.3479,0.7069,30,0.9677,31,4.85,28,5.821428571,1.611384761,NA,NA,NA,57,5.93,1.59,27,3.41,1.71552322718754,1.14612803567824,0.845098040014257,"Noun",4.61,"(4.71,6.72]","high"
"88","powderpuff","10","Concrete",3,100586,1098.59,461.86,27,0.235,0.8382,27,0.9063,32,4.35,26,4.923076923,1.937484491,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",10.56,"(4.71,6.72]","high"
"89","receipt","1","Concrete",2,10353,895.07,299.89,30,-0.3168,0.6848,30,0.9677,31,4.86,25,5.28,1.860107524,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.57978359661681,2.45024910831936,"Noun",8.53,"(4.71,6.72]","high"
"90","receptacle","2","Concrete",4,20810,1315.15,484.16,13,1.2717,1.5215,13,0.3548,31,4.58,22,4.863636364,1.934534632,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36172783601759,1.30102999566398,"Noun",10.24,"(4.71,6.72]","high"
"91","satchel","6","Concrete",1,60115,905.03,314.33,29,-0.5978,0.5446,29,0.9355,31,4.73,24,5.583333333,1.717345441,NA,NA,NA,41,5.02,2.29,41,4.24,1.88,1.88081359228079,1.65321251377534,"Noun",12.35,"(4.71,6.72]","high"
"92","scallop","2","Concrete",1,20083,978.23,396.99,30,-0.2437,0.8733,30,0.9677,31,4.61,25,5.48,1.734935157,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.903089986991944,"Noun",11.26,"(4.71,6.72]","high"
"93","screwdriver","4","Concrete",1,40115,827.41,204.27,32,-0.641,0.5385,32,1,32,4.9,23,6.52173913,0.73047713,NA,NA,NA,57,6.14,1.42,27,5.44,1.33972825411417,2.11058971029925,1.92941892571429,"Noun",6,"(4.71,6.72]","high"
"94","secretary","5","Concrete",1,50111,963.59,259.91,32,-0.1353,0.6669,32,1,32,4.54,25,5.2,1.632993162,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2291697025391,2.89376176205794,"Noun",7.75,"(4.71,6.72]","high"
"95","stair","1","Concrete",1,10107,802.19,230.75,31,-0.7398,0.5656,31,1,31,4.93,25,5.36,1.680277755,30,5.23,1.89,NA,NA,NA,NA,NA,NA,1.84509804001426,1.66275783168157,"Noun",3.84,"(4.71,6.72]","high"
"96","streetwalker","8","Concrete",2,80308,835.68,275.69,31,-0.4872,0.8374,31,1,31,4.33,25,4.84,1.518771433,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11394335230684,1.11394335230684,"Noun",12.61,"(4.71,6.72]","high"
"97","strings","6","Concrete",1,60095,1014.1,488.33,31,-0.3004,1.1219,31,1,31,4.75,23,5.260869565,1.789296238,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6222140229663,2.52504480703685,"Noun",5.74,"(4.71,6.72]","high"
"98","traveler","9","Concrete",2,90341,829.43,247.84,30,-0.5167,0.6853,30,1,30,4.07,28,4.714285714,1.606863585,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19033169817029,2.08278537031645,"Noun",6.89,"(4.71,6.72]","high"
"99","wallpaper","9","Concrete",1,90053,807.1,222.5,29,-0.7955,0.6448,29,0.9667,30,4.62,24,4.875,2.006781979,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23552844690755,2.0899051114394,"Noun",6.55,"(4.71,6.72]","high"
"100","walrus","8","Concrete",1,80114,846.55,278.54,31,-0.6032,0.6088,31,1,31,5,24,4.875,1.962972458,NA,NA,NA,58,5.95,1.62,27,1.78,0.697982440452113,1.76342799356294,1.61278385671974,"Noun",5.06,"(4.71,6.72]","high"
