"","Word","VersionNum","WordType","Block","Word_ID_unique","RTclean_mean","RTclean_sd","Rtclean_n","zRTclean_mean","zRTclean_sd","zRTclean_n","ACC","ACC_n","Concrete_rating","num_boi_pexman","mean_rating_boi_pexman","sd_rating_boi_pexman","num_tillotson_boi","mean_rating_tillotson_boi","sd_rating_tillotson_boi","num_image","mean_rating_image","sd_rating_image
","num_boi","mean_rating_boi","sd_rating_boi","Lg10WF","Lg10CD","Dom_PoS_SUBTLEX","AoA_Kup_lem","group","level"
"28","longevity","2","Abstract",4,20973,942.39,350.64,31,-0.1225,0.9621,31,1,31,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46239799789896,1.41497334797082,"Noun",10.72,NA,NA
"29","manner","3","Abstract",3,30723,1023.43,346,21,0.0699,0.6567,21,0.6774,31,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7701152947871,2.70070371714502,"Noun",6.83,NA,NA
"30","merriment","3","Abstract",1,30160,1197.15,497.44,26,0.3407,0.998,26,0.8387,31,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11394335230684,1.07918124604762,"Noun",11.88,NA,NA
"31","misery","5","Abstract",3,50722,968.58,385.75,31,-0.1647,1.0195,31,0.9688,32,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72181061521255,2.58206336291171,"Noun",9.22,NA,NA
"32","mockery","6","Abstract",2,60402,965.83,251.07,24,-0.1198,0.5919,24,0.8065,31,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97772360528885,1.88649072517248,"Noun",12.22,NA,NA
"33","motive","9","Abstract",2,90468,915.04,279.98,26,-0.2314,0.8079,26,0.8667,30,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.82994669594164,2.58883172559421,"Noun",11.06,NA,NA
"34","nationalist","4","Abstract",2,40396,1220.85,389.66,13,0.7592,1.2628,13,0.4375,32,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11394335230684,1.11394335230684,"Noun",13.47,NA,NA
"35","origin","4","Abstract",2,40431,1009.88,286.47,24,0.0968,0.8527,24,0.7813,32,2.03,29,1.724137931,1.77072527,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35793484700045,2.23044892137827,"Noun",10.25,NA,NA
"36","prejudice","10","Abstract",4,100968,992,462.57,32,-0.0546,0.9991,32,1,32,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2148438480477,2.12385164096709,"Noun",9.67,NA,NA
"37","prognosis","10","Abstract",1,100178,1317.82,440.46,17,0.8223,1.1224,17,0.625,32,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74036268949424,1.69019608002851,"Noun",14.1,NA,NA
"38","prospect","8","Abstract",3,80643,988.82,352.27,28,-0.1063,0.9394,28,0.9032,31,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25285303097989,2.1846914308176,"Noun",10.26,NA,NA
"39","pureblood","7","Abstract",3,70741,1141.11,245.79,9,0.9373,0.7977,9,0.3226,31,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.301029995663981,"Noun",9.94,NA,NA
"40","redemption","10","Abstract",1,100162,1012.5,305.26,30,-0.0942,0.8891,30,0.9375,32,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05307844348342,1.96378782734556,"Noun",10.89,NA,NA
"41","repute","6","Abstract",3,60666,1058.62,445.8,29,0.0089,0.8553,29,0.9677,31,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07918124604762,1.07918124604762,"Noun",12.38,NA,NA
"42","requisition","1","Abstract",2,10449,1017.79,474.7,24,-0.0583,0.9724,24,0.8387,31,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76342799356294,1.6232492903979,"Noun",13.42,NA,NA
"43","selection","2","Abstract",3,20643,1037.27,273.01,26,0.1863,1.0338,26,0.8387,31,2.34,27,1.962962963,1.764641639,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36735592102602,2.30535136944662,"Noun",7.21,NA,NA
"44","sensibility","6","Abstract",1,60133,898.37,243.96,27,-0.5013,0.8019,27,0.871,31,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41497334797082,1.38021124171161,"Noun",10.65,NA,NA
"45","simplification","1","Abstract",1,10184,988.43,310.47,30,-0.0963,0.8311,30,0.9677,31,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",12.11,NA,NA
"46","spidery","9","Abstract",3,90657,1436.75,461.01,16,1.3272,1.0491,16,0.5667,30,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.602059991327962,"Noun",10,NA,NA
"47","spirit","4","Abstract",4,40958,933.7,211.93,20,0.0371,0.716,20,0.6452,31,1.6,25,1.84,1.434108318,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.40105572577184,3.16643011384328,"Noun",7.11,NA,NA
"48","strangeness","6","Abstract",1,60246,1289.04,450.71,26,0.8188,1.1704,26,0.871,31,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27875360095283,1.25527250510331,"Noun",9.28,NA,NA
"49","taker","10","Abstract",1,100137,1125.6,269.72,10,0.4534,1.3051,10,0.3438,32,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67209785793572,1.56820172406699,"Noun",7.9,NA,NA
"50","vow","4","Abstract",2,40420,1277.94,520.6,16,0.639,1.2509,16,0.5625,32,2.42,22,1.772727273,1.509708839,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44247976906445,2.30319605742049,"Noun",9.32,NA,NA
"51","borehole","8","Concrete",1,80008,1070.48,359.69,27,0.1317,0.8048,27,0.871,31,4,20,2.5,1.732050808,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.301029995663981,"Noun",13.91,"[1.28,3.68]","low"
"52","committee","8","Concrete",2,80291,947.64,312.01,28,-0.1803,0.7866,28,0.9032,31,4.14,26,2.307692308,1.715091386,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05076631123304,2.72345567203519,"Noun",9.83,"[1.28,3.68]","low"
"53","cortisone","4","Concrete",4,40819,1036.91,301.02,22,0.4001,0.9567,22,0.75,32,3.65,25,3.68,2.13541565,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47712125471966,0.954242509439325,"Noun",12.33,"[1.28,3.68]","low"
"54","flock","4","Concrete",3,40572,992.42,397.15,31,0.0347,1.0507,31,0.9688,32,4.67,24,3.083333333,1.411649256,30,2.9,1.75,NA,NA,NA,NA,NA,NA,2.37657695705651,2.21218760440396,"Noun",7.18,"[1.28,3.68]","low"
"55","gymnastics","8","Concrete",4,80854,850.55,244.9,31,-0.2748,0.9703,31,1,31,4.04,27,3.111111111,1.967687697,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89762709129044,1.65321251377534,"Noun",7.74,"[1.28,3.68]","low"
"56","height","1","Concrete",1,10037,1087.63,418.52,24,0.1805,1.1487,24,0.7742,31,3.86,25,1.56,1.15758369,29,2.31,2.04,NA,NA,NA,NA,NA,NA,2.67851837904011,2.59879050676312,"Noun",5.42,"[1.28,3.68]","low"
"57","hobgoblin","1","Concrete",4,10752,1062.8,420.04,30,0.2427,1.0836,30,0.9677,31,3.93,19,1.894736842,1.696229048,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.778151250383644,"Noun",10.35,"[1.28,3.68]","low"
"58","hypothermia","2","Concrete",2,20255,1137.95,290.3,22,0.5719,0.973,22,0.7097,31,3.55,24,2.25,1.594828599,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.60205999132796,1.53147891704226,"Noun",12.8,"[1.28,3.68]","low"
"59","karate","1","Concrete",4,10770,856.17,340.11,30,-0.3967,0.9732,30,0.9677,31,4.14,25,2.8,1.825741858,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58771096501891,2.14301480025409,"Noun",7.75,"[1.28,3.68]","low"
"60","kilometer","9","Concrete",4,90784,953.64,363.88,25,0.1258,1.3548,25,0.8333,30,4.07,23,2.086956522,1.880837422,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32221929473392,1.30102999566398,"Noun",8.61,"[1.28,3.68]","low"
"61","monogram","9","Concrete",2,90342,899.79,300.8,28,-0.2413,0.7546,28,0.9333,30,4.57,22,2.954545455,1.731425857,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17609125905568,1.14612803567824,"Noun",11.35,"[1.28,3.68]","low"
"62","mourner","5","Concrete",4,50853,931.19,300.79,26,-0.1744,0.8713,26,0.8125,32,3.62,25,3.56,1.850225212,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954242509439325,0.954242509439325,"Noun",10.32,"[1.28,3.68]","low"
"63","outback","10","Concrete",1,100031,1065.72,404.36,18,0.2363,1.4365,18,0.5313,32,3.56,25,1.96,1.593737745,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68124123737559,1.47712125471966,"Noun",9.89,"[1.28,3.68]","low"
"64","pentagram","7","Concrete",3,70517,1034.03,356.85,30,0.1889,0.8229,30,0.9677,31,4.74,24,2.666666667,1.685401943,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69897000433602,1.38021124171161,"Noun",10.89,"[1.28,3.68]","low"
"65","pinstripe","9","Concrete",1,90025,1055.82,323.34,28,-0.0194,0.7289,28,0.9333,30,4.59,23,2.130434783,1.575504186,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04139268515823,1,"Noun",9.89,"[1.28,3.68]","low"
"66","sleet","7","Concrete",4,70755,1019.67,355.26,24,0.1069,0.9592,24,0.8065,31,4.78,24,3.333333333,1.659404468,30,3,1.91,NA,NA,NA,NA,NA,NA,1.53147891704226,1.49136169383427,"Noun",11.72,"[1.28,3.68]","low"
"67","smoothness","6","Concrete",1,60124,1204.41,458.06,17,0.089,1.0861,17,0.5806,31,3.87,23,2.391304348,2.061313139,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845098040014257,0.845098040014257,"Noun",7.61,"[1.28,3.68]","low"
"68","warhorse","6","Concrete",1,60119,963.39,421.98,31,-0.4373,0.8519,31,1,31,4.21,24,2.916666667,1.665941871,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11394335230684,1.11394335230684,"Noun",13.22,"[1.28,3.68]","low"
"69","barnacle","4","Concrete",2,40252,957.37,419.33,30,-0.1816,0.8871,30,0.9375,32,4.92,23,4.260869565,2.027479207,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51851393987789,1.17609125905568,"Noun",11.6,"(3.68,4.71]","medium"
"70","bombardier","6","Concrete",4,60802,1197.86,476.72,29,0.5709,1.1043,29,0.9355,31,3.81,19,3.894736842,1.940639552,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55630250076729,1.11394335230684,"Noun",13.14,"(3.68,4.71]","medium"
"71","caricaturist","3","Concrete",4,30853,1239.52,514,25,0.6967,0.9919,25,0.8387,31,3.81,24,3.75,2.171955641,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.602059991327962,"Noun",13.64,"(3.68,4.71]","medium"
"72","defendant","5","Concrete",1,50092,1100.86,342.45,22,0.3252,0.8432,22,0.7188,32,3.8,24,4.291666667,1.899179838,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9566485792052,2.50105926221775,"Noun",11.42,"(3.68,4.71]","medium"
"73","fiber","3","Concrete",2,30373,930.14,311.01,28,-0.2955,0.7551,28,0.9677,31,4.5,24,3.708333333,2.216129934,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19589965240923,2.07554696139253,"Noun",10.82,"(3.68,4.71]","medium"
"74","magician","2","Concrete",2,20288,891.55,362.61,29,-0.3526,0.8217,29,0.9355,31,4.21,24,4.5,1.97814142,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59217675739587,2.28330122870355,"Noun",5.37,"(3.68,4.71]","medium"
"75","mouthful","8","Concrete",1,80099,1187.95,361.05,21,0.3692,0.9409,21,0.7097,31,3.96,23,3.695652174,2.363256278,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93951925261862,1.90848501887865,"Noun",6.37,"(3.68,4.71]","medium"
"76","orangutan","1","Concrete",1,10027,852.93,231.65,29,-0.481,0.5865,29,0.9355,31,4.81,24,4.666666667,1.761093205,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47712125471966,1.30102999566398,"Noun",7.83,"(3.68,4.71]","medium"
"77","periscope","3","Concrete",1,30051,1208.96,483.28,26,0.2424,1.0539,26,0.8387,31,4.78,26,4.653846154,1.647842412,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85125834871908,1.44715803134222,"Noun",10.16,"(3.68,4.71]","medium"
"78","phonograph","6","Concrete",4,60858,1085.62,448.83,26,0.2059,0.9382,26,0.8387,31,4.59,26,4.423076923,1.677452281,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75587485567249,1.66275783168157,"Noun",9.18,"(3.68,4.71]","medium"
"79","precipitation","7","Concrete",4,70836,1093.39,269.03,18,0.4754,0.7442,18,0.6129,31,3.96,24,3.833333333,1.809796209,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20411998265592,1.14612803567824,"Noun",9.5,"(3.68,4.71]","medium"
"80","prowler","8","Concrete",4,80834,966.31,346.05,26,-0.08,0.7739,26,0.8387,31,4.24,23,3.782608696,2.066101329,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6232492903979,1.41497334797082,"Noun",10.06,"(3.68,4.71]","medium"
"81","register","6","Concrete",3,60558,1027.26,403.66,23,0.0768,0.8824,23,0.7419,31,3.87,23,4,1.858640755,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.74973631556906,2.62736585659273,"Noun",8.63,"(3.68,4.71]","medium"
"82","stovepipe","7","Concrete",4,70828,908.42,317.69,31,-0.0888,0.8917,31,1,31,4.88,23,3.913043478,2.172410548,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954242509439325,0.903089986991944,"Noun",9.53,"(3.68,4.71]","medium"
"83","tailgate","9","Concrete",1,90050,1033,403.52,27,-0.0944,1.0474,27,0.9,30,3.93,25,3.92,1.681269362,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38021124171161,1.32221929473392,"Noun",11.28,"(3.68,4.71]","medium"
"84","tollhouse","3","Concrete",2,30308,908.24,271.41,29,-0.2634,0.7921,29,0.9677,31,4.19,26,3.692307692,1.975231243,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",12.47,"(3.68,4.71]","medium"
"85","turtledove","5","Concrete",3,50552,1178.45,533.07,29,0.2419,1.064,29,0.9063,32,4.61,21,4.19047619,1.833549771,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25527250510331,0.845098040014257,"Noun",8.78,"(3.68,4.71]","medium"
"86","whirlpool","9","Concrete",2,90263,824.41,240.72,29,-0.5076,0.7391,29,0.9667,30,4.64,23,4.565217391,1.97313979,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50514997831991,1.44715803134222,"Noun",8.95,"(3.68,4.71]","medium"
"87","breasts","7","Concrete",3,70554,868.9,317.09,31,-0.4279,0.7491,31,1,31,5,23,6.173913043,1.154129893,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.80277372529198,2.61278385671974,"Noun",8.027632,"(4.71,6.72]","high"
"88","cousin","4","Concrete",3,40570,762.94,262.47,31,-0.6527,0.9479,31,0.9375,32,3.7,24,5.375,1.714706211,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.39654803798713,3.01786771896351,"Noun",4.95,"(4.71,6.72]","high"
"89","cushion","8","Concrete",2,80261,878.65,353.17,31,-0.3787,1.0911,31,1,31,4.68,24,5.75,1.725763851,NA,NA,NA,43,5.04,1.6,41,4.95,1.76,2.04532297878666,1.99563519459755,"Noun",5.53,"(4.71,6.72]","high"
"90","cymbals","2","Concrete",1,20061,922.96,269.88,24,-0.241,0.7529,24,0.7742,31,4.88,23,5.695652174,1.294561442,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39794000867204,1.25527250510331,"Noun",8.12932,"(4.71,6.72]","high"
"91","drawers","5","Concrete",1,50044,935.1,225.94,30,-0.1415,0.8371,30,0.9688,32,4.96,23,5.869565217,1.686964671,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34044411484012,2.22788670461367,"Noun",6.051205,"(4.71,6.72]","high"
"92","goldfish","6","Concrete",1,60088,714.61,203.82,31,-1.119,0.5008,31,1,31,4.79,23,4.739130435,1.737746485,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19312459835446,2,"Noun",4.5,"(4.71,6.72]","high"
"93","hedgehog","4","Concrete",3,40625,766.24,261.79,29,-0.7196,0.5663,29,0.9375,32,4.93,23,5.043478261,1.718304155,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20411998265592,1,"Noun",8.63,"(4.71,6.72]","high"
"94","joystick","8","Concrete",4,80758,856.14,266.12,29,-0.3461,0.8452,29,0.9677,31,4.74,25,6.12,1.053565375,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20411998265592,1.14612803567824,"Noun",9.29,"(4.71,6.72]","high"
"95","melon","2","Concrete",1,20123,813.61,255.25,31,-0.7399,0.6081,31,1,31,4.78,22,5.681818182,1.129111055,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34044411484012,2,"Noun",4.21,"(4.71,6.72]","high"
"96","scanner","9","Concrete",2,90286,832.48,230.89,29,-0.4887,0.6253,29,0.9667,30,4.79,27,5.444444444,1.671787006,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17897694729317,2.04139268515822,"Noun",11.37,"(4.71,6.72]","high"
"97","storekeeper","5","Concrete",3,50553,813.5,183.96,32,-0.5959,0.7294,32,1,32,4.69,24,4.75,1.674618711,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25527250510331,1.07918124604762,"Noun",7.6,"(4.71,6.72]","high"
"98","strainer","8","Concrete",1,80038,930.83,257.92,29,-0.2541,0.703,29,0.9355,31,4.46,24,4.875,2.112334377,NA,NA,NA,41,5.78,1.75,41,4.56,1.95,1.17609125905568,1.07918124604762,"Noun",9.63,"(4.71,6.72]","high"
"99","trailer","5","Concrete",1,50085,1039.13,414.6,30,0.147,1.2314,30,0.9688,32,4.79,27,5.296296296,1.68282763,NA,NA,NA,43,4.95,1.62,40,4.05,1.78,2.76342799356294,2.46538285144842,"Noun",6.37,"(4.71,6.72]","high"
"100","valve","5","Concrete",1,50048,1040.1,336.17,29,0.0674,0.7621,29,0.9063,32,4.83,23,4.869565217,1.546384282,29,4.34,2.19,NA,NA,NA,NA,NA,NA,2.39445168082622,2.14301480025409,"Noun",10.78,"(4.71,6.72]","high"
