"","Word","VersionNum","WordType","Block","Word_ID_unique","RTclean_mean","RTclean_sd","Rtclean_n","zRTclean_mean","zRTclean_sd","zRTclean_n","ACC","ACC_n","Concrete_rating","num_boi_pexman","mean_rating_boi_pexman","sd_rating_boi_pexman","num_tillotson_boi","mean_rating_tillotson_boi","sd_rating_tillotson_boi","num_image","mean_rating_image","sd_rating_image
","num_boi","mean_rating_boi","sd_rating_boi","Lg10WF","Lg10CD","Dom_PoS_SUBTLEX","AoA_Kup_lem","distance","weights","subclass","level"
"213","prognosis","10","Abstract",1,100178,1317.82,440.46,17,0.8223,1.1224,17,0.625,32,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74036268949424,1.69019608002851,"Noun",14.1,0.339899115190497,1,"154",NA
"214","propensity","4","Abstract",4,40939,876.37,272.77,30,-0.2333,0.771,30,0.9375,32,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04139268515823,1.04139268515823,"Noun",15.56,0.534851909589456,1,"1",NA
"215","propriety","6","Abstract",4,60953,1226.79,511.21,24,0.6177,1.2708,24,0.7097,31,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32221929473392,1.27875360095283,"Noun",15.16,0.478309613480183,1,"24",NA
"216","proxy","3","Abstract",2,30399,1169.29,435.54,24,0.3658,1.0983,24,0.7742,31,2.07,25,1.68,0.852447457,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67209785793572,1.56820172406699,"Noun",14.88,0.436292462748935,1,"126",NA
"217","psychosis","4","Abstract",1,40146,1208,510.63,24,0.3799,1.2559,24,0.7813,32,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83884909073726,1.69019608002851,"Noun",16.07,0.585710654551056,1,"45",NA
"218","purification","1","Abstract",4,10898,1044.64,352.05,22,0.217,0.843,22,0.7742,31,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41497334797082,1.25527250510331,"Noun",10.89,0.0913076892100824,1,"16",NA
"219","purist","8","Abstract",1,80204,1125.24,316.8,21,0.1869,0.8677,21,0.7097,31,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07918124604762,1.07918124604762,"Noun",12.11,0.161908561803952,1,"65",NA
"220","qualifier","7","Abstract",3,70653,1172.11,479.25,18,0.505,1.2903,18,0.5806,31,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903089986991944,0.778151250383644,"Noun",12.89,0.226371636229659,1,"120",NA
"221","rapidity","8","Abstract",4,80930,949.39,299.18,31,-0.0912,0.8654,31,1,31,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.698970004336019,"Noun",12.82,0.221633212215451,1,"121",NA
"222","raunchy","6","Abstract",2,60383,1066.76,355.47,25,0.1262,1.033,25,0.8065,31,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27875360095283,1.17609125905568,"Noun",11.42,0.117690601131072,1,"257",NA
"223","realist","4","Abstract",3,40655,1111.81,551.91,21,0.386,1.5612,21,0.6563,32,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66275783168157,1.63346845557959,"Noun",13.48,0.273228840906777,1,"40",NA
"224","reciprocation","1","Abstract",3,10658,1114.67,427.91,27,0.3836,1.2065,27,0.871,31,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.698970004336019,"Noun",12.65,0.206863584201027,1,"25",NA
"225","reckoning","6","Abstract",4,60905,869,329.88,27,-0.3456,0.9443,27,0.871,31,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7481880270062,1.68124123737559,"Noun",12.89,0.216029558981958,1,"139",NA
"226","reconciliation","9","Abstract",2,90458,1087.81,267.34,27,0.3862,0.7978,27,0.9333,30,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72427586960079,1.6232492903979,"Noun",10.82,0.0865992153495414,1,"13",NA
"227","redundancy","2","Abstract",3,20691,995.73,412.1,30,0.0676,0.9461,30,0.9677,31,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51851393987789,1.38021124171161,"Noun",14.53,0.395082703314073,1,"184",NA
"228","refinement","6","Abstract",2,60406,1146.13,424.76,23,0.2279,0.839,23,0.8387,31,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44715803134222,1.34242268082221,"Noun",11.11,0.100970783388884,1,"231",NA
"229","refutation","5","Abstract",4,50956,1039.44,430.96,32,0.1724,0.9913,32,1,32,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",14.29,0.386180602063137,1,"33",NA
"230","regularity","4","Abstract",1,40230,1138.7,401.21,30,0.3151,0.902,30,0.9375,32,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23044892137827,1.23044892137827,"Noun",11.56,0.125782233376235,1,"146",NA
"231","regulation","3","Abstract",1,30166,1216.61,484.88,23,0.4216,1.1511,23,0.7097,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.10380372095596,2.07918124604762,"Noun",11.06,0.0945802530124227,1,"96",NA
"232","relapse","6","Abstract",1,60192,1276,475.68,21,0.5984,1.2389,21,0.6774,31,2.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68124123737559,1.5910646070265,"Noun",12.89,0.216836200577282,1,"256",NA
"233","remembrance","8","Abstract",2,80415,1027.57,400.44,30,0.0026,0.8223,30,0.9677,31,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57978359661681,1.51851393987789,"Noun",11.3,0.109308828869612,1,"297",NA
"234","remission","9","Abstract",4,90886,953.64,297.39,28,0.044,0.93,28,0.9333,30,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66275783168157,1.5910646070265,"Noun",13.58,0.283599267812714,1,"284",NA
"235","remittance","2","Abstract",3,20681,1091.48,555.65,27,0.2691,1.225,27,0.9032,31,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.698970004336019,"Noun",13.67,0.306323087876363,1,"141",NA
"236","repertoire","4","Abstract",1,40239,1427.45,468.08,20,1.1763,1.2803,20,0.5938,32,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38021124171161,1.36172783601759,"Noun",14.2,0.357431129742248,1,"279",NA
"237","reprehend","4","Abstract",3,40706,1077.4,407.82,30,0.3342,1.0478,30,0.9375,32,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",12.65,0.212480625728256,1,"48",NA
"238","repression","4","Abstract",4,40916,907.39,297.27,31,-0.0405,0.8678,31,1,31,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63346845557959,1.57978359661681,"Noun",12.5,0.185104256431813,1,"41",NA
"239","repugnance","4","Abstract",3,40732,959.41,269.2,29,0.209,1.1615,29,0.9063,32,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.602059991327962,"Noun",13.22,0.261697345971641,1,"236",NA
"240","restitution","5","Abstract",1,50133,1229,464.8,27,0.6198,1.1533,27,0.8438,32,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46239799789896,1.39794000867204,"Noun",13.12,0.240504618631578,1,"212",NA
"241","retribution","7","Abstract",4,70884,1058.07,385.44,30,0.3815,1.1641,30,0.9677,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93449845124357,1.8750612633917,"Noun",13.17,0.239095556204888,1,"3",NA
"242","retrograde","8","Abstract",1,80164,1276.41,456.07,27,0.6879,1.1974,27,0.871,31,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25527250510331,1.17609125905568,"Noun",13.42,0.272827174175674,1,"300",NA
"243","revelry","1","Abstract",1,10175,1071.63,391.87,30,0.1284,1.0505,30,0.9677,31,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Noun",12.67,0.205972949737652,1,"47",NA
"244","reverence","10","Abstract",2,100384,972.69,393.73,29,-0.2329,0.6593,29,0.9063,32,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83884909073726,1.7481880270062,"Noun",13.06,0.230119648040933,1,"122",NA
"245","rigidity","4","Abstract",3,40683,976.48,412.5,27,0.0551,1.2377,27,0.8125,32,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07918124604762,1.04139268515823,"Noun",11.47,0.121907201180089,1,"204",NA
"246","ruse","5","Abstract",2,50457,1157.29,484.05,28,0.446,1.2806,28,0.875,32,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93449845124357,1.86332286012046,"Noun",12.17,0.15790631658017,1,"244",NA
"247","safety","4","Abstract",1,40203,1090.21,426.15,24,0.1141,1.0544,24,0.75,32,2.37,25,2.48,1.851125784,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21748394421391,3.05994188806195,"Noun",5.84,0.00647781707647878,1,"116",NA
"248","sanctity","8","Abstract",3,80712,1144.9,475.37,29,0.4391,1.1457,29,0.9355,31,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92941892571429,1.88081359228079,"Noun",13.88,0.312007704228284,1,"32",NA
"249","scallywag","3","Abstract",1,30212,1412.5,452.64,6,0.6919,0.9854,6,0.1613,31,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.602059991327962,"Noun",11.94,0.154732073877643,1,"36",NA
"250","scourge","4","Abstract",2,40417,1165.15,357.91,26,0.5225,0.9185,26,0.8125,32,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83250891270624,1.70757017609794,"Noun",14.06,0.333823903926131,1,"201",NA
"251","scrutiny","3","Abstract",3,30692,1026.73,307.48,26,0.1752,0.8927,26,0.871,31,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77085201164214,1.73239375982297,"Noun",13,0.225520632504896,1,"233",NA
"252","seduction","8","Abstract",3,80659,917.14,247.07,29,-0.2079,0.6156,29,0.9355,31,2.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.70757017609794,1.65321251377534,"Noun",13.83,0.309854397153993,1,"247",NA
"253","semantics","10","Abstract",1,100185,1054.25,263.58,20,0.2515,0.7944,20,0.6563,32,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.60205999132796,1.57978359661681,"Noun",13.53,0.279251536975308,1,"295",NA
"254","semblance","9","Abstract",2,90483,1002.31,265.19,26,0.1011,0.6754,26,0.9333,30,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36172783601759,1.36172783601759,"Noun",13.06,0.236180127685346,1,"92",NA
"255","sexism","9","Abstract",1,90176,992.46,212.06,28,-0.0868,0.8052,28,0.9333,30,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.954242509439325,"Noun",13.63,0.29864101587646,1,"261",NA
"256","simplification","1","Abstract",1,10184,988.43,310.47,30,-0.0963,0.8311,30,0.9677,31,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",12.11,0.169551474525443,1,"255",NA
"257","slander","2","Abstract",1,20182,1047.88,377.54,24,-0.0275,1.0549,24,0.7419,31,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81291335664286,1.76342799356294,"Noun",14,0.327277849356334,1,"87",NA
"258","solidarity","1","Abstract",3,10687,1016.1,316.67,29,0.0713,0.7614,29,0.9677,31,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61278385671974,1.50514997831991,"Noun",13.3,0.255845393491102,1,"217",NA
"259","soundness","1","Abstract",2,10478,1168.44,327.73,25,0.3509,0.7827,25,0.8387,31,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",11.9,0.153198514677218,1,"61",NA
"260","standoffish","6","Abstract",4,60957,1278.62,368.82,21,0.8981,0.8351,21,0.6774,31,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07918124604762,1.07918124604762,"Noun",11.82,0.142606672420568,1,"169",NA
"261","sterility","5","Abstract",2,50488,1165.86,419.24,21,0.5347,1.2643,21,0.6875,32,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.954242509439325,"Noun",13.72,0.308462822886607,1,"5",NA
"262","stigma","3","Abstract",2,30409,1070.29,343.41,21,0.255,0.9399,21,0.6774,31,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44715803134222,1.38021124171161,"Noun",15.56,0.527673007513108,1,"123",NA
"263","strife","2","Abstract",2,20402,1053.26,350.57,23,0.2322,0.8015,23,0.7742,31,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93449845124357,1.83250891270624,"Noun",11.78,0.132938321795102,1,"77",NA
"264","sublimity","3","Abstract",1,30173,1220.87,410.36,30,0.3693,0.9168,30,0.9677,31,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.602059991327962,"Noun",15,0.470472065247944,1,"127",NA
"265","summation","4","Abstract",2,40398,1053.24,326.1,25,0.3658,1.3269,25,0.7813,32,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53147891704226,1.41497334797082,"Noun",13.59,0.286552328373412,1,"129",NA
"266","supremacy","4","Abstract",2,40395,1191.32,427.68,31,0.6372,1.2344,31,0.9688,32,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47712125471966,1.32221929473392,"Noun",13.11,0.239372387277189,1,"138",NA
"267","surety","6","Abstract",3,60708,1180.42,451.05,31,0.4035,0.8721,31,1,31,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903089986991944,0.845098040014257,"Noun",12.45,0.189070480515115,1,"99",NA
"268","surliness","4","Abstract",3,40679,1051.61,354.97,31,0.2649,0.9718,31,1,32,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",14.08,0.357939639041183,1,"107",NA
"269","sustenance","4","Abstract",2,40448,1026.59,288.45,22,0.0435,0.7769,22,0.7188,32,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47712125471966,1.43136376415899,"Noun",13.18,0.246013822184336,1,"287",NA
"270","syndicate","6","Abstract",4,60896,1197.65,533.98,26,0.4579,0.9451,26,0.8387,31,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01283722470517,1.82607480270083,"Noun",15.42,0.499585152716557,1,"273",NA
"271","technique","3","Abstract",4,30912,1103.12,287.75,26,0.4811,1.0158,26,0.8387,31,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65991620006985,2.55388302664387,"Noun",11.9,0.1341428188363,1,"148",NA
"272","telepathy","7","Abstract",1,70233,1090.26,294.44,23,0.1906,1.0428,23,0.7742,31,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68124123737559,1.55630250076729,"Noun",11.39,0.113189600168232,1,"128",NA
"273","tenure","7","Abstract",4,70962,1053.64,394.27,22,0.3529,0.8258,22,0.7097,31,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95904139232109,1.7160033436348,"Noun",15.79,0.548143705418542,1,"15",NA
"274","theology","5","Abstract",2,50455,1055.07,469.52,27,0.0286,1.2541,27,0.875,32,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56820172406699,1.51851393987789,"Noun",12.72,0.203602311725902,1,"278",NA
"275","throwback","10","Abstract",3,100703,1178.5,395.71,14,0.5943,1.1135,14,0.4375,32,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43136376415899,1.38021124171161,"Noun",13.65,0.294401840975028,1,"283",NA
"276","tonality","7","Abstract",3,70685,1138.19,537.21,26,0.2935,1.1388,26,0.8065,31,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",13.47,0.289209310624853,1,"237",NA
"277","transcendence","1","Abstract",2,10489,1216.13,475.18,30,0.5921,0.9826,30,0.9677,31,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.698970004336019,"Noun",14.79,0.4404904859445,1,"285",NA
"278","travesty","4","Abstract",3,40741,915.68,238.12,31,-0.0522,0.8001,31,0.9688,32,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67209785793572,1.6232492903979,"Noun",12.11,0.156273461798996,1,"28",NA
"279","treachery","10","Abstract",1,100147,977.55,302.53,20,-0.1881,0.5712,20,0.6563,32,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98677173426624,1.86332286012046,"Noun",12.4,0.173809293485837,1,"11",NA
"280","tyranny","6","Abstract",4,60922,1214,425.98,23,0.5534,0.9394,23,0.7419,31,1.68,24,2.083333333,1.742478661,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91907809237607,1.83250891270624,"Noun",12.12,0.154647416687775,1,"258",NA
"281","unburden","5","Abstract",3,50706,1085.52,383.17,31,0.138,0.9454,31,0.9688,32,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07918124604762,1.07918124604762,"Noun",12.95,0.22962147532951,1,"210",NA
"282","upkeep","5","Abstract",4,50952,960.5,250.62,28,-0.0587,0.7624,28,0.9375,32,2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43136376415899,1.39794000867204,"Noun",11.17,0.103921940010717,1,"277",NA
"283","uprising","10","Abstract",4,100955,995.61,313.53,28,0.0943,1.0033,28,0.875,32,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77815125038364,1.64345267648619,"Noun",11.17,0.101649832251628,1,"206",NA
"284","validity","5","Abstract",1,50235,973.69,285.56,29,-0.0116,0.9369,29,0.9375,32,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49136169383427,1.44715803134222,"Noun",13.5,0.277719949379433,1,"57",NA
"285","vanity","10","Abstract",1,100194,1013.12,276.34,25,-0.1348,0.9822,25,0.7813,32,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32428245529769,2.22788670461367,"Noun",11.39,0.108684070716513,1,"153",NA
"286","vantage","1","Abstract",2,10415,1128.73,364.38,22,0.3033,0.7642,22,0.7419,31,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.60205999132796,1.5910646070265,"Noun",12.1,0.156248886329181,1,"229",NA
"287","variance","8","Abstract",2,80417,1037.39,422.8,28,0.0218,1.1137,28,0.9032,31,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.30102999566398,1.14612803567824,"Noun",14,0.3353346696336,1,"190",NA
"288","verdict","2","Abstract",4,20904,1087.2,387.54,25,0.3369,1.1399,25,0.8065,31,2.19,22,1.681818182,1.086118631,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.74741180788642,2.51054501020661,"Noun",11.05,0.0903113343121337,1,"17",NA
"289","vestige","3","Abstract",2,30491,1196.63,485.84,24,0.4741,1.1395,24,0.7742,31,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20411998265592,1.14612803567824,"Noun",13.27,0.258433183507428,1,"66",NA
"290","vigilance","2","Abstract",1,20229,1073.76,315.66,29,0.1306,0.8476,29,0.9355,31,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43136376415899,1.41497334797082,"Noun",11.16,0.103442183638668,1,"63",NA
"291","vileness","10","Abstract",4,100923,1004.72,328.87,29,0.0877,0.9194,29,0.9375,32,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",10.94,0.100397484970542,1,"55",NA
"292","vindictiveness","3","Abstract",1,30186,1265.03,400.18,30,0.5988,0.9428,30,0.9677,31,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845098040014257,0.778151250383644,"Noun",14.22,0.368609273253957,1,"97",NA
"293","vitality","9","Abstract",2,90471,1043.21,430.64,29,0.189,1.1003,29,0.9667,30,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54406804435028,1.49136169383427,"Noun",12.94,0.222935387913465,1,"68",NA
"294","vividness","3","Abstract",3,30647,1025.25,425.12,28,0.0931,1.0265,28,0.9032,31,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",11.45,0.125423702199155,1,"98",NA
"295","volatility","6","Abstract",1,60237,1294.1,537.06,30,0.5415,1.1406,30,0.9677,31,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.698970004336019,"Noun",15.31,0.508724441044457,1,"132",NA
"296","volition","1","Abstract",2,10389,1227.81,533.31,27,0.6411,1.1557,27,0.871,31,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20411998265592,1.17609125905568,"Noun",13.31,0.262410320917129,1,"214",NA
"297","vulgarism","4","Abstract",3,40714,938.36,267.33,28,-0.0034,0.8182,28,0.9063,32,2.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",12.93,0.235412076065416,1,"102",NA
"298","weariness","4","Abstract",1,40196,1141.21,425.28,24,0.2529,1.0676,24,0.7813,32,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.778151250383644,"Noun",11.78,0.142696904954993,1,"173",NA
"299","wordplay","6","Abstract",3,60630,1166.5,275.32,10,0.6677,1.4209,10,0.3226,31,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.954242509439325,"Noun",10.95,0.0964493797482551,1,"180",NA
"300","yesteryear","6","Abstract",1,60200,1823.57,608.84,14,2.0403,1.2653,14,0.4516,31,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Noun",11.06,0.101512860947147,1,"130",NA
"301","affidavit","2","Concrete",1,20087,1091.15,284.18,13,0.3565,1.202,13,0.4194,31,4,28,3.607142857,1.499117906,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.00432137378264,1.81291335664286,"Noun",15.69,0.534527896686436,1,"1","low"
"302","afterbirth","2","Concrete",3,20624,1280.4,628.86,20,1.0357,1.3897,20,0.6129,31,4.57,24,3.333333333,2.119611668,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.778151250383644,"Noun",14.06,0.35068480619612,1,"112","low"
"303","alabaster","3","Concrete",1,30089,1297.56,462.72,18,0.5199,1.0971,18,0.5806,31,3.81,22,2.909090909,2.136064269,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54406804435028,1.47712125471966,"Noun",13.67,0.294883479815568,1,"223","low"
"304","analgesic","1","Concrete",2,10306,1091.62,382.66,13,0.7469,1.3222,13,0.4194,31,3.57,22,3.5,1.94569121,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.698970004336019,"Noun",14.87,0.450692749564994,1,"268","low"
"305","anthrax","2","Concrete",2,20275,1022.55,294.37,22,0.2446,0.7561,22,0.7097,31,4.44,24,3,2.186917624,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82607480270083,1.53147891704226,"Noun",14.26,0.357269680372172,1,"279","low"
"306","archdeacon","7","Concrete",1,70085,1370.57,440.03,21,0.973,1.1761,21,0.6774,31,4,18,3.666666667,2.086370335,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845098040014257,0.698970004336019,"Noun",15.23,0.49580500208609,1,"24","low"
"307","archipelago","1","Concrete",1,10034,1214.77,547.37,26,0.5316,1.1397,26,0.871,31,3.96,17,2.352941176,1.578811914,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903089986991944,0.778151250383644,"Noun",13.18,0.253656957444317,1,"35","low"
"308","archivist","7","Concrete",2,70265,1059.79,427.63,29,0.2512,0.9783,29,0.9032,31,3.57,25,3.68,1.81934054,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.698970004336019,"Noun",13.79,0.320866871128998,1,"46","low"
"309","armada","6","Concrete",4,60771,1247.47,442.79,19,0.6967,1.1813,19,0.6452,31,4.04,20,2.55,1.791059669,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7481880270062,1.55630250076729,"Noun",13.53,0.277166726516112,1,"57","low"
"310","artery","7","Concrete",4,70796,1135,422.93,24,0.5559,1.2049,24,0.8065,31,4.48,24,3.583333333,2.019829237,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4345689040342,2.26007138798507,"Noun",13.06,0.222706988549039,1,"68","low"
"311","asphyxiation","6","Concrete",2,60268,1186.67,454.73,21,0.6062,1.0264,21,0.6774,31,3.63,23,2.434782609,1.804693048,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56820172406699,1.55630250076729,"Noun",15.12,0.468804974275833,1,"79","low"
"312","astrophysicist","3","Concrete",2,30297,1210.3,455.58,27,0.5717,0.8706,27,0.871,31,4.07,23,3.608695652,2.481552491,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954242509439325,0.845098040014257,"Noun",13.06,0.241442691102366,1,"101","low"
"313","benzene","4","Concrete",4,40858,1015.78,283.46,27,0.2646,0.8532,27,0.871,31,4.2,12,3.083333333,1.729862492,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36172783601759,1,"Noun",14.16,0.353002363798815,1,"168","low"
"314","bolero","2","Concrete",2,20352,1046.11,242.96,18,0.2503,0.7865,18,0.6452,31,4.56,15,3.666666667,1.988059595,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845098040014257,0.778151250383644,"Noun",13.92,0.333352453301138,1,"201","low"
"315","bordello","8","Concrete",1,80027,1273.14,499.16,21,0.5229,1.0133,21,0.6774,31,4.04,18,3.611111111,1.786843714,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23044892137827,1.14612803567824,"Noun",16.21,0.613431889694816,1,"224","low"
"316","cardiograph","10","Concrete",1,100006,1107.41,294.36,27,0.2303,0.8467,27,0.9063,32,4.17,26,3.615384615,1.877805593,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",13.47,0.291787915302398,1,"237","low"
"317","cataract","9","Concrete",4,90769,1083.76,371.88,29,0.4605,1.0068,29,0.9333,30,4.38,22,3.045454545,2.011331535,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845098040014257,0.845098040014257,"Noun",14.9,0.453350769028113,1,"239","low"
