"","Word","VersionNum","WordType","Block","Word_ID_unique","RTclean_mean","RTclean_sd","Rtclean_n","zRTclean_mean","zRTclean_sd","zRTclean_n","ACC","ACC_n","Concrete_rating","num_boi_pexman","mean_rating_boi_pexman","sd_rating_boi_pexman","num_tillotson_boi","mean_rating_tillotson_boi","sd_rating_tillotson_boi","num_image","mean_rating_image","sd_rating_image
","num_boi","mean_rating_boi","sd_rating_boi","Lg10WF","Lg10CD","Dom_PoS_SUBTLEX","AoA_Kup_lem","group","level"
"14","dissenter","4","Abstract",3,40632,1078.53,384.98,17,0.6,1.0972,17,0.5313,32,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",14.47,NA,NA
"15","diversity","2","Abstract",4,20884,894.97,339.98,31,-0.2883,0.9531,31,1,31,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75587485567249,1.61278385671974,"Noun",10.79,NA,NA
"16","duress","1","Abstract",1,10202,1079.29,473.55,28,0.0896,1.026,28,0.9032,31,2.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77815125038364,1.69019608002851,"Noun",14,NA,NA
"17","elation","6","Abstract",3,60696,1022.26,349.24,27,-0.0076,0.908,27,0.9355,31,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27875360095283,1.23044892137827,"Noun",11.41,NA,NA
"18","eloquence","2","Abstract",2,20458,938.89,394.9,28,-0.1996,0.7237,28,0.9032,31,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44715803134222,1.41497334797082,"Noun",11.71,NA,NA
"19","fault","2","Abstract",2,20446,1049.35,422.34,26,0.1656,1.2014,26,0.8065,31,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.72517630141914,3.49164179347759,"Noun",6.94,NA,NA
"20","federation","10","Abstract",4,100912,968.05,312.92,19,0.0363,1.0486,19,0.5938,32,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29666519026153,1.64345267648619,"Noun",12.17,NA,NA
"21","heresy","9","Abstract",3,90678,1059.74,326.24,27,0.2449,0.8528,27,0.9,30,2.04,22,2.227272727,1.743882319,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7160033436348,1.36172783601759,"Noun",12.86,NA,NA
"22","hesitance","10","Abstract",3,100683,1190.3,567.82,27,0.499,1.1521,27,0.8438,32,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",11.59,NA,NA
"23","husbandry","7","Abstract",4,70999,1257.36,484.3,14,0.949,1.283,14,0.5161,31,2.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04139268515823,1,"Noun",13,NA,NA
"24","illegality","2","Abstract",3,20744,1108.97,415.69,31,0.3929,1.0534,31,1,31,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.698970004336019,"Noun",10.94,NA,NA
"25","inertness","7","Abstract",2,70498,1152.7,447.58,27,0.5895,1.1871,27,0.8387,31,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.698970004336019,"Noun",14.39,NA,NA
"26","intensifier","3","Abstract",2,30402,1354.55,440.49,20,0.9801,0.8323,20,0.7419,31,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.602059991327962,"Noun",13.56,NA,NA
"27","interest","6","Abstract",3,60715,1060.07,378.74,29,0.1599,1.1864,29,0.9355,31,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.41480627950101,3.26221370547642,"Noun",7.37,NA,NA
"28","jarring","3","Abstract",1,30215,1158.61,372.02,18,0.2844,0.9605,18,0.5806,31,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04139268515823,1.04139268515823,"Noun",NA,NA,NA
"29","lowbrow","10","Abstract",1,100167,1534.6,725.71,5,1.341,1.4056,5,0.125,32,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903089986991944,0.903089986991944,"Noun",13.08,NA,NA
"30","malice","8","Abstract",4,80977,938.76,281.12,25,-0.0991,0.7359,25,0.8065,31,1.72,25,1.8,1.224744871,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78532983501077,1.69019608002851,"Noun",12.33,NA,NA
"31","miracle","8","Abstract",4,80924,981.19,357.99,27,-0.0325,0.87,27,0.871,31,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13353890837022,2.94051648493257,"Noun",6.8,NA,NA
"32","motif","9","Abstract",2,90422,998.94,390.56,18,0.2916,1.3453,18,0.6,30,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53147891704226,1.43136376415899,"Noun",13.55,NA,NA
"33","neediness","1","Abstract",3,10668,930.86,360.92,29,-0.2232,0.8531,29,0.9677,31,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.602059991327962,"Noun",10.11,NA,NA
"34","negation","4","Abstract",1,40216,1026.82,375.68,28,0.005,0.954,28,0.9063,32,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.778151250383644,"Noun",14.28,NA,NA
"35","offense","2","Abstract",4,20943,937.81,372.82,26,0.0022,0.8542,26,0.871,31,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92479599579791,2.84073323461181,"Noun",8.61,NA,NA
"36","pause","1","Abstract",1,10153,1109.62,333.95,21,0.1914,1.0836,21,0.6452,31,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44090908206522,2.31386722036915,"Noun",6.75,NA,NA
"37","peacetime","9","Abstract",3,90707,1325.32,530.27,19,0.9764,1.2798,19,0.7,30,2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36172783601759,1.32221929473392,"Noun",10.25,NA,NA
"38","plainness","8","Abstract",4,80890,1209.88,452.91,25,0.7027,1.0578,25,0.8387,31,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",9.78,NA,NA
"39","reaction","4","Abstract",3,40690,1050.26,356.66,23,0.2142,1.0432,23,0.75,32,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91960102378411,2.81557774832427,"Noun",8.3,NA,NA
"40","reckoning","6","Abstract",4,60905,869,329.88,27,-0.3456,0.9443,27,0.871,31,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7481880270062,1.68124123737559,"Noun",12.89,NA,NA
"41","reformer","3","Abstract",4,30884,1196,590.48,10,0.4401,1.3247,10,0.3226,31,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07918124604762,1,"Noun",14.26,NA,NA
"42","respect","2","Abstract",3,20702,912.93,309.13,29,-0.3285,0.6852,29,0.9355,31,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.56169753265399,3.35525990552738,"Noun",8.5,NA,NA
"43","romance","2","Abstract",4,20983,940.28,240.08,29,-0.0191,0.963,29,0.9355,31,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8992731873176,2.75739602879302,"Noun",9.28,NA,NA
"44","ruling","10","Abstract",1,100195,1117.48,371.34,21,0.4222,1.09,21,0.6563,32,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32221929473392,2.2405492482826,"Noun",9.89,NA,NA
"45","sterility","5","Abstract",2,50488,1165.86,419.24,21,0.5347,1.2643,21,0.6875,32,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.954242509439325,"Noun",13.72,NA,NA
"46","strategy","8","Abstract",2,80421,1098.39,454.92,23,0.2228,1.1427,23,0.7097,31,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68394713075151,2.5705429398819,"Noun",8.5,NA,NA
"47","tolerance","7","Abstract",2,70390,935.71,352.27,28,-0.1735,0.9408,28,0.9032,31,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11727129565576,2.02938377768521,"Noun",8.63,NA,NA
"48","urge","2","Abstract",3,20695,892.45,283.26,29,-0.368,0.6398,29,0.9355,31,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53147891704225,2.48855071650044,"Noun",9.11,NA,NA
"49","vicinity","6","Abstract",1,60227,1223.33,547.12,21,0.2195,0.9917,21,0.6774,31,2.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18752072083646,2.14921911265538,"Noun",10.28,NA,NA
"50","woe","9","Abstract",2,90470,992.42,261.36,26,0.1235,0.7995,26,0.9,30,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07918124604762,1.93951925261862,"Noun",10.75,NA,NA
"51","anthropologist","10","Concrete",1,100032,1002.72,410.05,32,-0.159,0.8864,32,1,32,4,27,3.555555556,1.928198309,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73239375982297,1.63346845557959,"Noun",12.56,"[1.28,3.68]","low"
"52","barnyard","8","Concrete",3,80616,796.97,303.55,31,-0.6702,0.6021,31,1,31,4.79,22,3.045454545,1.731425857,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66275783168157,1.51851393987789,"Noun",5.38,"[1.28,3.68]","low"
"53","breath","5","Concrete",1,50115,968.23,276.38,31,-0.0449,0.9979,31,0.9688,32,4.36,26,3.346153846,2.261721604,30,2.33,2.06,NA,NA,NA,NA,NA,NA,3.36021461329535,3.20520436394814,"Noun",5.81,"[1.28,3.68]","low"
"54","bunghole","8","Concrete",3,80530,943.45,380.45,29,-0.198,0.8075,29,0.9355,31,3.96,21,3.666666667,2.435843454,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53147891704226,0.954242509439325,"Noun",11.07,"[1.28,3.68]","low"
"55","cannibal","3","Concrete",1,30108,872.3,288.66,30,-0.6174,0.6919,30,1,31,3.82,28,3.178571429,2.126613922,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75587485567249,1.65321251377534,"Noun",9.11,"[1.28,3.68]","low"
"56","downpour","3","Concrete",1,30049,1034.36,317.41,28,-0.1388,0.8164,28,0.9032,31,3.71,26,3.384615385,2.228486896,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.602059991327962,"Noun",7.33,"[1.28,3.68]","low"
"57","ejector","3","Concrete",4,30830,920.63,328.69,27,-0.1954,0.655,27,0.871,31,3.67,23,2.956521739,2.099312893,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20411998265592,1,"Noun",9.86,"[1.28,3.68]","low"
"58","entrails","1","Concrete",4,10851,1028.06,306.77,17,0.3612,0.9711,17,0.5484,31,4.58,22,3.136363636,1.884661257,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66275783168157,1.56820172406699,"Noun",14.06,"[1.28,3.68]","low"
"59","lacrosse","8","Concrete",3,80529,998.66,305.37,29,0.1414,0.9619,29,0.9355,31,4.28,25,3.2,2.081665999,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73239375982297,1.47712125471966,"Noun",12.94,"[1.28,3.68]","low"
"60","laryngitis","3","Concrete",1,30105,1176.11,385.59,28,0.3236,0.8313,28,0.9032,31,4.37,27,2.814814815,1.942184279,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38021124171161,1.23044892137827,"Noun",10.59,"[1.28,3.68]","low"
"61","matting","5","Concrete",4,50753,1265.41,407.37,22,0.9659,1.4453,22,0.6563,32,4.12,23,2.869565217,1.816699,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",NA,"[1.28,3.68]","low"
"62","millions","3","Concrete",4,30868,978.95,303.83,20,0.0212,0.8632,20,0.6452,31,3.59,25,1.68,1.029563014,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05994188806195,2.91328390176042,"Noun",6.47,"[1.28,3.68]","low"
"63","nitroglycerine","1","Concrete",3,10622,1088.93,283.33,30,0.3477,0.6422,30,0.9677,31,4.27,22,2.863636364,1.884661257,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20411998265592,1.04139268515823,"Noun",14.38,"[1.28,3.68]","low"
"64","pageant","8","Concrete",2,80365,1072.76,356.79,25,0.179,0.8982,25,0.8065,31,4,23,2.391304348,1.924462863,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38916608436453,1.85733249643127,"Noun",10,"[1.28,3.68]","low"
"65","passageway","7","Concrete",1,70012,948.52,341.98,29,-0.2757,0.7919,29,0.9677,31,4.67,25,3.6,1.914854216,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78532983501077,1.69019608002851,"Noun",8.56,"[1.28,3.68]","low"
"66","pueblo","8","Concrete",1,80062,1314.29,423.32,21,0.8897,1.1283,21,0.6774,31,4.26,19,2.526315789,1.806421295,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14612803567824,1.07918124604762,"Noun",11.94,"[1.28,3.68]","low"
"67","sagebrush","5","Concrete",3,50530,1088.23,382.41,30,0.1803,0.9186,30,0.9688,32,4.64,19,3.368421053,1.801558779,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20411998265592,1.14612803567824,"Noun",10.88,"[1.28,3.68]","low"
"68","stamen","5","Concrete",4,50810,1136.08,421.61,24,0.5327,1.256,24,0.8125,32,3.75,20,3.35,2.109502311,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.602059991327962,"Noun",11.43,"[1.28,3.68]","low"
"69","uppercut","6","Concrete",2,60275,1061.2,328.93,25,0.0489,0.5467,25,0.871,31,4.04,23,2.913043478,2.274623715,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47712125471966,1.30102999566398,"Noun",12.05,"[1.28,3.68]","low"
"70","anchovy","6","Concrete",4,60814,1076.75,506.91,24,0.1056,0.9664,24,0.7742,31,4.96,28,4.428571429,1.834415265,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903089986991944,0.903089986991944,"Noun",9.32,"(3.68,4.71]","medium"
"71","castle","2","Concrete",2,20344,749,245.14,30,-0.8404,0.4708,30,0.9677,31,4.96,26,4.307692308,2.131088563,NA,NA,NA,57,6.16,1.3,27,2,1.24034734589208,3.04139268515822,2.58319877396862,"Noun",5.8,"(3.68,4.71]","medium"
"72","foxhound","4","Concrete",3,40523,835.61,353.8,31,-0.5259,0.9554,31,0.9688,32,4.48,23,4.347826087,2.013786475,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",9.33,"(3.68,4.71]","medium"
"73","graveyard","7","Concrete",3,70560,811.61,269.12,31,-0.597,0.6276,31,1,31,4.83,23,4.608695652,2.039142655,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43616264704076,2.32633586092875,"Noun",6.06,"(3.68,4.71]","medium"
"74","greenery","7","Concrete",4,70818,1075.43,406.21,21,0.3089,0.9338,21,0.6774,31,4.34,24,4.375,1.860633366,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903089986991944,0.903089986991944,"Noun",9.63,"(3.68,4.71]","medium"
"75","headcheese","2","Concrete",2,20353,1106.9,422.79,29,0.3897,1.0762,29,0.9355,31,4.26,24,4.208333333,2.225917821,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",13.57,"(3.68,4.71]","medium"
"76","island","8","Concrete",3,80556,890.77,340.65,30,-0.3464,1.0558,30,0.9677,31,4.96,25,3.96,1.836663642,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.30513631894364,2.83569057149243,"Noun",7.41,"(3.68,4.71]","medium"
"77","kennel","7","Concrete",4,70854,872.13,317.94,30,-0.2826,0.8674,30,0.9677,31,4.73,24,4.041666667,1.921936674,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76342799356294,1.66275783168157,"Noun",9.89,"(3.68,4.71]","medium"
"78","millionaire","8","Concrete",1,80102,968,347.42,28,-0.2521,0.6633,28,0.9032,31,3.6,29,4.206896552,1.970846634,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46538285144842,2.33041377334919,"Noun",7.06,"(3.68,4.71]","medium"
"79","paintwork","4","Concrete",3,40584,940.81,419.29,32,-0.1369,1.1554,32,1,32,4.41,22,4.045454545,2.058137686,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",10.3,"(3.68,4.71]","medium"
"80","prong","5","Concrete",3,50529,947.18,357.87,28,-0.2348,0.782,28,0.875,32,4.73,25,3.88,2.333095226,30,2.9,1.86,NA,NA,NA,NA,NA,NA,1.20411998265592,0.903089986991944,"Noun",10.78,"(3.68,4.71]","medium"
"81","prosthesis","2","Concrete",3,20503,1068.7,393.47,20,0.3621,1.2295,20,0.6452,31,4.19,29,4.689655172,2.106172023,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Noun",13.22,"(3.68,4.71]","medium"
"82","scratches","2","Concrete",1,20043,947.03,250.16,29,-0.2259,0.7123,29,0.9355,31,4.59,25,4.4,2.140872096,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09342168516224,2.03742649794062,"Noun",5.61,"(3.68,4.71]","medium"
"83","sportswriter","5","Concrete",2,50263,1108.91,460.65,32,0.3554,1.2892,32,1,32,3.93,25,4.32,1.908751774,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56820172406699,1.34242268082221,"Noun",11.89,"(3.68,4.71]","medium"
"84","synthesizer","7","Concrete",4,70856,1016.65,289.45,23,0.3688,0.7214,23,0.7419,31,4.04,24,4.208333333,2.042572263,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44715803134222,1.20411998265592,"Noun",10.89,"(3.68,4.71]","medium"
"85","talisman","5","Concrete",2,50342,966.48,313.89,31,-0.0783,0.9857,31,1,32,4.15,24,4.708333333,1.756458063,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8750612633917,1.44715803134222,"Noun",12.67,"(3.68,4.71]","medium"
"86","whistle","2","Concrete",2,20298,924.29,467.41,31,-0.2888,1.1202,31,1,31,4.42,23,4.47826087,2.042048108,NA,NA,NA,57,5.81,1.72,27,4.96,1.76464163896246,2.89707700320942,2.67577834167409,"Noun",5.42,"(3.68,4.71]","medium"
"87","balloon","6","Concrete",4,60803,692.9,172.98,31,-0.9795,0.4639,31,1,31,4.92,21,5.523809524,1.569045813,NA,NA,NA,57,6.23,1.32,27,5.22,1.62512326948624,2.64640372622307,2.41830129131975,"Noun",4.37,"(4.71,6.72]","high"
"88","blackboard","7","Concrete",3,70509,790.87,292.16,31,-0.5856,0.861,31,1,31,4.72,28,5.392857143,1.640670272,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78532983501077,1.66275783168157,"Noun",5.42,"(4.71,6.72]","high"
"89","blouse","6","Concrete",2,60341,828.55,283.04,29,-0.6181,0.6088,29,1,31,4.96,23,6.47826087,0.994053466,30,5.93,1.66,NA,NA,NA,NA,NA,NA,2.43616264704076,2.27415784926368,"Noun",6.65,"(4.71,6.72]","high"
"90","cheesecloth","2","Concrete",2,20333,959.03,456.89,31,-0.2081,1.0319,31,1,31,4.8,23,5.52173913,2.064187386,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",13.2,"(4.71,6.72]","high"
"91","daybed","10","Concrete",2,100310,872.93,307.79,29,-0.3472,0.7068,29,0.9063,32,4.41,25,5.28,1.720465053,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",9.67,"(4.71,6.72]","high"
"92","dipper","2","Concrete",3,20510,931.68,309.53,28,-0.1951,0.7947,28,0.9032,31,4.21,22,4.909090909,2.136064269,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53147891704226,1.44715803134222,"Noun",7.72,"(4.71,6.72]","high"
"93","fryer","8","Concrete",4,80832,851.52,301.2,31,-0.4276,0.7629,31,1,31,4.5,24,5.541666667,1.284664283,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53147891704226,1.41497334797082,"Noun",8.56,"(4.71,6.72]","high"
"94","hairline","7","Concrete",1,70070,893.84,314.49,31,-0.4708,0.8247,31,1,31,4.46,25,4.92,1.998332638,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79934054945358,1.7481880270062,"Noun",9.68,"(4.71,6.72]","high"
"95","matchstick","5","Concrete",4,50763,936.74,357.83,31,-0.1419,1.0017,31,0.9688,32,4.96,29,6.103448276,1.291312389,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",6.74,"(4.71,6.72]","high"
"96","petticoat","10","Concrete",1,100076,966.9,393.94,30,-0.2119,0.8186,30,0.9375,32,4.68,22,5.454545455,1.818614667,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61278385671974,1.53147891704226,"Noun",11,"(4.71,6.72]","high"
"97","rhubarb","7","Concrete",1,70106,869.35,160.55,26,-0.4436,0.5308,26,0.8387,31,4.86,23,5.260869565,1.737746485,NA,NA,NA,41,5.31,2.29,41,4.65,1.83,1.7481880270062,1.47712125471966,"Noun",10.53,"(4.71,6.72]","high"
"98","speakers","9","Concrete",3,90502,803.63,210.67,30,-0.5399,0.5791,30,1,30,4.93,25,4.92,1.730125236,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.00432137378264,1.92427928606188,"Noun",6.11,"(4.71,6.72]","high"
"99","stepsister","5","Concrete",3,50549,1004.47,368.91,30,-0.0501,0.9302,30,0.9375,32,4.32,27,5.333333333,1.839732422,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25527250510331,1.14612803567824,"Noun",8.06,"(4.71,6.72]","high"
"100","washbasin","2","Concrete",4,20841,963.26,413.57,31,-0.024,0.8453,31,1,31,4.74,24,5.833333333,1.274044115,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",8.5,"(4.71,6.72]","high"
