"","Word","VersionNum","WordType","Block","Word_ID_unique","RTclean_mean","RTclean_sd","Rtclean_n","zRTclean_mean","zRTclean_sd","zRTclean_n","ACC","ACC_n","Concrete_rating","num_boi_pexman","mean_rating_boi_pexman","sd_rating_boi_pexman","num_tillotson_boi","mean_rating_tillotson_boi","sd_rating_tillotson_boi","num_image","mean_rating_image","sd_rating_image
","num_boi","mean_rating_boi","sd_rating_boi","Lg10WF","Lg10CD","Dom_PoS_SUBTLEX","AoA_Kup_lem","group","level"
"14","egoism","5","Abstract",2,50382,984.97,291.27,30,-0.0625,0.7636,30,0.9375,32,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",15.62,NA,NA
"15","existence","1","Abstract",3,10639,887.52,246.34,27,-0.3266,0.7057,27,0.9032,31,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77597433112937,2.67760695272049,"Noun",11.61,NA,NA
"16","fascination","6","Abstract",4,60950,1056.94,400.7,31,0.1188,0.9366,31,1,31,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95904139232109,1.85125834871908,"Noun",8.63,NA,NA
"17","fluctuation","6","Abstract",2,60427,1163.3,355.21,23,0.6054,1.0483,23,0.7742,31,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25527250510331,1.17609125905568,"Noun",11.53,NA,NA
"18","forte","1","Abstract",1,10140,1212,425.49,25,0.5967,0.8778,25,0.8387,31,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49136169383427,1.47712125471966,"Noun",12.72,NA,NA
"19","geriatrics","8","Abstract",2,80497,1431,535.82,15,1.3635,1.2372,15,0.4516,31,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.903089986991944,"Noun",14.83,NA,NA
"20","governance","6","Abstract",3,60678,1151.28,347.25,25,0.461,0.6807,25,0.8065,31,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.778151250383644,"Noun",12,NA,NA
"21","health","8","Abstract",3,80709,1039.8,313.12,20,0.358,0.8214,20,0.6452,31,2.28,24,2.25,1.674618711,30,2.27,2.08,NA,NA,NA,NA,NA,NA,3.31281182621209,3.12775251583297,"Noun",7.56,NA,NA
"22","homey","6","Abstract",4,61000,955.13,273.2,24,-0.1252,0.7582,24,0.7742,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23552844690755,2.07188200730613,"Noun",11.65,NA,NA
"23","inclement","7","Abstract",1,70189,1249.73,434.15,22,0.5619,0.9004,22,0.8387,31,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954242509439325,0.954242509439325,"Noun",12.79,NA,NA
"24","infinitive","6","Abstract",3,60681,1098,458.54,27,0.0546,0.8748,27,0.871,31,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.602059991327962,"Noun",13.28,NA,NA
"25","kinetics","10","Abstract",1,100211,1527.44,570,16,1.3003,1.2121,16,0.5,32,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",14,NA,NA
"26","lifetime","2","Abstract",3,20629,1082.78,387.27,23,0.1312,0.902,23,0.7742,31,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96848294855394,2.88986172125819,"Noun",9,NA,NA
"27","likelihood","10","Abstract",1,100135,940.07,217.89,29,-0.1783,0.8112,29,0.9063,32,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77085201164214,1.76342799356294,"Noun",10.89,NA,NA
"28","lingo","7","Abstract",4,70980,1156.37,460.64,19,0.6732,0.9972,19,0.6129,31,2.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77815125038364,1.74036268949424,"Noun",10.89,NA,NA
"29","metaphor","10","Abstract",4,100991,1021.41,372.96,17,-0.0296,0.5561,17,0.5313,32,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29885307640971,2.20411998265592,"Noun",11.59,NA,NA
"30","methodology","2","Abstract",4,20896,1144.09,461.26,22,0.5674,1.1689,22,0.7097,31,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53147891704226,1.38021124171161,"Noun",14.13,NA,NA
"31","misdeed","10","Abstract",3,100637,1011.38,278.33,26,0.0346,0.5776,26,0.875,32,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",10.56,NA,NA
"32","morals","5","Abstract",3,50700,955.41,239.69,29,-0.2415,0.6388,29,0.9063,32,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17609125905568,2.09342168516224,"Noun",9.749235,NA,NA
"33","oddity","10","Abstract",1,100248,1029.03,338.86,29,-0.0638,0.8059,29,0.9063,32,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845098040014257,0.845098040014257,"Noun",10.53,NA,NA
"34","perversity","3","Abstract",1,30191,1375.97,574.21,31,0.7432,1.1391,31,1,31,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845098040014257,0.845098040014257,"Noun",14.38,NA,NA
"35","phoniness","4","Abstract",2,40459,1219.31,381.77,29,0.7133,0.8782,29,0.875,32,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.698970004336019,"Noun",11.55,NA,NA
"36","presumption","7","Abstract",1,70126,1097.13,462.03,30,0.1075,1.0073,30,0.9355,31,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5910646070265,1.47712125471966,"Noun",14.28,NA,NA
"37","receptivity","3","Abstract",3,30653,1016.14,356.37,28,0.0524,0.9071,28,1,31,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",12.18,NA,NA
"38","reconciliation","9","Abstract",2,90458,1087.81,267.34,27,0.3862,0.7978,27,0.9333,30,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72427586960079,1.6232492903979,"Noun",10.82,NA,NA
"39","refinement","6","Abstract",2,60406,1146.13,424.76,23,0.2279,0.839,23,0.8387,31,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44715803134222,1.34242268082221,"Noun",11.11,NA,NA
"40","reminder","8","Abstract",3,80633,1143.46,484.1,24,0.3943,1.2984,24,0.7419,31,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28555730900777,2.25285303097989,"Noun",7.5,NA,NA
"41","simile","3","Abstract",1,30163,1265.65,362.08,20,0.5126,0.7662,20,0.6774,31,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14612803567824,1,"Noun",11.68,NA,NA
"42","solitude","2","Abstract",1,20152,1055.82,469.53,28,0.017,1.1117,28,0.9032,31,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01283722470517,1.96378782734556,"Noun",12,NA,NA
"43","soundness","1","Abstract",2,10478,1168.44,327.73,25,0.3509,0.7827,25,0.8387,31,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",11.9,NA,NA
"44","supposition","8","Abstract",4,80953,1001.28,353.58,29,0.2122,1.1938,29,1,31,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23044892137827,1.17609125905568,"Noun",12.23,NA,NA
"45","thrill","4","Abstract",3,40685,974.75,286.94,28,0.0431,0.8281,28,0.875,32,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63346845557959,2.54654266347813,"Noun",8.37,NA,NA
"46","transferral","10","Abstract",4,100926,1077,530.41,26,0.1416,0.9494,26,0.875,32,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",12.61,NA,NA
"47","trendiness","1","Abstract",1,10229,1048.27,360.1,30,0.1273,0.985,30,0.9355,31,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",12.11,NA,NA
"48","vulgarity","9","Abstract",1,90159,1044.66,281.29,29,0.0198,0.803,29,0.9667,30,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27875360095283,1.23044892137827,"Noun",11.94,NA,NA
"49","weirdness","10","Abstract",1,100128,1125.89,393.91,28,0.2312,0.9796,28,0.8438,32,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69019608002851,1.65321251377534,"Noun",8.61,NA,NA
"50","witchery","8","Abstract",4,80909,1132.39,356.81,18,0.462,0.7402,18,0.5806,31,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.602059991327962,"Noun",10.05,NA,NA
"51","cartwheel","3","Concrete",4,30842,790.71,283.08,31,-0.5348,0.829,31,1,31,4.63,22,3.227272727,2.223935126,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20411998265592,1.20411998265592,"Noun",5.94,"[1.28,3.68]","low"
"52","channel","6","Concrete",1,60035,1043.57,358.18,30,-0.0179,1.1074,30,0.9677,31,4.18,24,2.583333333,1.100065874,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09551804232315,2.86153441085904,"Noun",5.79,"[1.28,3.68]","low"
"53","cleanness","8","Concrete",3,80573,1415.43,649.66,7,1.1829,1.2279,7,0.2258,31,3.61,28,2.285714286,1.978722799,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",6.56,"[1.28,3.68]","low"
"54","confinement","2","Concrete",2,20371,1201.71,492.54,7,0.5271,0.8529,7,0.2258,31,3.61,25,1.84,1.247664485,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61278385671974,1.5910646070265,"Noun",10.7,"[1.28,3.68]","low"
"55","county","3","Concrete",1,30085,1151.83,559.09,24,0.118,0.9871,24,0.7742,31,4.04,27,1.62962963,1.148515703,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23628527744803,2.96425963019685,"Noun",8.9,"[1.28,3.68]","low"
"56","ebony","10","Concrete",1,100040,1024.1,407.81,21,0.0039,0.9365,21,0.6563,32,4,25,2.4,1.957890021,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65321251377534,1.44715803134222,"Noun",11.18,"[1.28,3.68]","low"
"57","footstep","9","Concrete",2,90292,828.83,277.87,29,-0.5211,0.7251,29,0.9667,30,4.18,25,3.28,2.406934426,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14612803567824,1.11394335230684,"Noun",5.38,"[1.28,3.68]","low"
"58","forger","9","Concrete",3,90596,1003.73,402.85,26,0.2702,1.1576,26,0.8333,30,3.71,27,2.518518519,1.311791798,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50514997831991,1.32221929473392,"Noun",11,"[1.28,3.68]","low"
"59","freeloader","6","Concrete",4,60829,980.26,347.22,27,-0.0418,1.074,27,0.871,31,3.57,23,2.913043478,1.880837422,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954242509439325,0.954242509439325,"Noun",10.94,"[1.28,3.68]","low"
"60","honeymoon","1","Concrete",4,10863,938.88,324.1,25,-0.1398,0.8386,25,0.8387,31,3.59,24,2.75,2.231201665,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91750550955255,2.68663626926229,"Noun",8.6,"[1.28,3.68]","low"
"61","hydrochloride","7","Concrete",4,70803,1153.28,400.94,29,0.6858,1.151,29,0.9355,31,4.17,23,3.130434783,1.914166038,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903089986991944,0.845098040014257,"Noun",13.95,"[1.28,3.68]","low"
"62","illustration","5","Concrete",3,50590,1132.7,430.4,20,0.2677,1.0134,20,0.625,32,4.36,23,3.434782609,1.854382695,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39794000867204,1.38021124171161,"Noun",7.95,"[1.28,3.68]","low"
"63","interpreter","6","Concrete",2,60308,1127.36,347.28,28,0.3455,0.8203,28,0.9032,31,3.67,25,3.56,1.872609587,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96378782734556,1.80617997398389,"Noun",11,"[1.28,3.68]","low"
"64","jig","10","Concrete",2,100322,1049.32,460.89,25,-0.0182,0.9721,25,0.7813,32,3.85,24,2.333333333,1.88048714,30,2.07,1.53,NA,NA,NA,NA,NA,NA,1.94448267215017,1.79934054945358,"Noun",8.7,"[1.28,3.68]","low"
"65","observer","9","Concrete",4,90851,913.54,299.28,26,-0.1291,0.9173,26,0.8667,30,3.88,25,3.6,2.160246899,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27646180417324,1.91381385238372,"Noun",9.7,"[1.28,3.68]","low"
"66","provider","1","Concrete",3,10601,1098.04,421.65,26,0.2925,1.1557,26,0.8387,31,3.78,25,3.04,2.030599255,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8750612633917,1.83250891270624,"Noun",9.63,"[1.28,3.68]","low"
"67","seabed","6","Concrete",3,60559,830.93,269.39,27,-0.4704,0.7863,27,0.871,31,4.33,25,3.24,1.87705443,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.698970004336019,"Noun",10.89,"[1.28,3.68]","low"
"68","spotlight","2","Concrete",2,20260,913.29,368.42,28,-0.2886,0.8752,28,0.9032,31,4.63,23,2.956521739,1.988106931,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17318626841227,2.12057393120585,"Noun",7.94,"[1.28,3.68]","low"
"69","stampede","8","Concrete",2,80275,933.97,415.41,29,-0.3107,1.0792,29,0.9355,31,3.89,25,2.64,1.524248449,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83884909073726,1.68124123737559,"Noun",9.55,"[1.28,3.68]","low"
"70","suburb","1","Concrete",1,10059,904.04,238.39,28,-0.3864,0.5946,28,0.9032,31,3.76,24,3.208333333,2.105462185,NA,NA,NA,41,5,1.99,41,2.44,1.47,1.49136169383427,1.47712125471966,"Noun",9.52,"[1.28,3.68]","low"
"71","watermark","7","Concrete",1,70046,992.59,421.93,29,-0.1104,1.1735,29,0.9032,31,4.55,25,2.36,1.680277755,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17609125905568,1.11394335230684,"Noun",12.3,"[1.28,3.68]","low"
"72","arches","5","Concrete",2,50279,1090.35,373.94,31,0.412,1.3577,31,0.9688,32,4.3,24,3.791666667,2.105462185,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64345267648619,1.50514997831991,"Noun",8.26,"(3.68,4.71]","medium"
"73","bulletin","1","Concrete",4,10804,835.66,309.13,29,-0.3398,0.9565,29,0.9355,31,4.72,26,4.192307692,2.172910137,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26481782300954,2.17318626841227,"Noun",10.28,"(3.68,4.71]","medium"
"74","chairperson","1","Concrete",4,10759,887.74,310.42,31,-0.2468,0.7626,31,1,31,4.58,25,4.44,1.894729532,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845098040014257,0.845098040014257,"Noun",11,"(3.68,4.71]","medium"
"75","chipmunk","1","Concrete",1,10055,750.71,160.7,31,-0.8343,0.5579,31,1,31,4.97,24,3.75,1.621861518,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63346845557959,1.47712125471966,"Noun",4.7,"(3.68,4.71]","medium"
"76","deliverer","2","Concrete",3,20600,957.8,329.9,30,-0.1014,0.8631,30,0.9677,31,3.72,23,4.52173913,1.754722594,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.602059991327962,"Noun",8.11,"(3.68,4.71]","medium"
"77","excavator","6","Concrete",3,60524,1163.73,423.34,26,0.347,0.9702,26,0.8387,31,4.07,22,4.409090909,1.816828501,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.301029995663981,"Noun",13,"(3.68,4.71]","medium"
"78","fencer","4","Concrete",1,40028,946.28,306.19,29,-0.258,0.7841,29,0.9063,32,4.44,27,4.148148148,1.854385731,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",11.84,"(3.68,4.71]","medium"
"79","icehouse","7","Concrete",4,70752,764.5,209.2,28,-0.5549,0.719,28,0.9032,31,4.5,22,4,2.023669463,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.778151250383644,"Noun",12,"(3.68,4.71]","medium"
"80","magnifier","2","Concrete",4,20821,1069.31,450.61,26,0.2305,0.9783,26,0.8387,31,4.4,25,4.16,2.173323108,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.602059991327962,"Noun",9.7,"(3.68,4.71]","medium"
"81","motorway","2","Concrete",1,20052,1045.33,395.24,30,-0.0093,0.871,30,0.9677,31,4.88,25,3.84,1.795364401,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903089986991944,0.602059991327962,"Noun",7.95,"(3.68,4.71]","medium"
"82","orthodontics","2","Concrete",4,20846,1038,331.75,28,0.2702,1.0279,28,0.9032,31,3.63,27,4.037037037,2.102772556,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",10.79,"(3.68,4.71]","medium"
"83","paratrooper","2","Concrete",3,20507,928.94,279.44,31,-0.1597,0.9267,31,1,31,4.89,24,4.291666667,2.053187695,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23044892137827,1.07918124604762,"Noun",13.41,"(3.68,4.71]","medium"
"84","parchment","1","Concrete",2,10257,1021.9,461.06,30,0.0447,1.1447,30,0.9677,31,4.48,22,4.681818182,1.783158344,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.60205999132796,1.50514997831991,"Noun",10.5,"(3.68,4.71]","medium"
"85","polygamist","3","Concrete",4,30818,1019.79,286.22,29,0.1991,0.7831,29,0.9355,31,3.79,28,4,1.845916414,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.477121254719662,"Noun",14.26,"(3.68,4.71]","medium"
"86","schoolmaster","1","Concrete",2,10273,807.55,223.48,31,-0.6298,0.5642,31,1,31,4.76,23,3.739130435,2.33972398,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67209785793572,1.30102999566398,"Noun",8,"(3.68,4.71]","medium"
"87","binoculars","4","Concrete",4,40853,872.23,345.63,30,-0.2208,0.8676,30,0.9375,32,5,25,6.16,1.143095213,NA,NA,NA,58,6.05,1.49,27,5,1.68705478457395,1.90848501887865,1.84509804001426,"Noun",6.79,"(4.71,6.72]","high"
"88","blackhead","3","Concrete",4,30771,923.33,313.73,30,-0.0902,0.9795,30,0.9677,31,4.71,23,4.739130435,1.657418346,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.698970004336019,"Noun",10.83,"(4.71,6.72]","high"
"89","corkscrew","2","Concrete",4,20811,911.48,462.69,31,-0.2651,0.9125,31,1,31,4.85,25,6.04,1.206924466,NA,NA,NA,59,5.61,1.59,27,5.15,1.37850821553043,1.76342799356294,1.65321251377534,"Noun",7.78,"(4.71,6.72]","high"
"90","grandchild","2","Concrete",3,20555,861.52,419.61,31,-0.4888,1.115,31,1,31,4.26,25,5.24,2.067204231,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89762709129044,1.80617997398389,"Noun",5.26,"(4.71,6.72]","high"
"91","oilcan","6","Concrete",1,60039,946.59,364.07,29,-0.4216,0.6324,29,0.9355,31,4.62,23,4.782608696,1.929590671,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845098040014257,0.477121254719662,"Noun",7.59,"(4.71,6.72]","high"
"92","pitcher","4","Concrete",1,40012,883.77,306.4,30,-0.4631,0.8812,30,1,32,4.93,27,5.259259259,1.872731296,NA,NA,NA,57,5.51,1.78,27,5.22,1.55250005161237,2.22010808804005,2.03342375548695,"Noun",6.42,"(4.71,6.72]","high"
"93","pumpkin","2","Concrete",4,20787,788.65,300.64,31,-0.6467,0.8696,31,1,31,4.9,24,5.708333333,1.627993341,NA,NA,NA,57,6.39,1.22,27,4.81,1.56983676361189,2.74350976472843,2.44090908206522,"Noun",4.78,"(4.71,6.72]","high"
"94","pushcart","8","Concrete",4,80777,991.35,398.67,31,0.0699,1.145,31,1,31,4.25,22,5.272727273,1.906925178,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25527250510331,0.845098040014257,"Noun",9.39,"(4.71,6.72]","high"
"95","scrapbook","3","Concrete",2,30258,850.77,392.86,30,-0.5358,0.9292,30,1,31,4.76,25,5.84,1.462873884,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79239168949825,1.69897000433602,"Noun",7.56,"(4.71,6.72]","high"
"96","textile","3","Concrete",3,30606,864.5,289.2,28,-0.4041,0.8288,28,0.9032,31,4.23,28,4.964285714,1.666269794,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41497334797082,1.34242268082221,"Noun",9.75,"(4.71,6.72]","high"
"97","throat","3","Concrete",1,30106,805.57,231.9,30,-0.8017,0.6334,30,1,31,4.97,23,5.347826087,1.584260529,30,4.43,2.34,NA,NA,NA,NA,NA,NA,3.26434550705009,3.09342168516224,"Noun",5.09,"(4.71,6.72]","high"
"98","tongs","7","Concrete",2,70364,905.5,376.18,30,-0.2826,1.0471,30,0.9677,31,5,23,5.826086957,1.613921647,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61278385671974,1.39794000867204,"Noun",7.777639,"(4.71,6.72]","high"
"99","tourniquet","1","Concrete",4,10837,1022.78,343.07,23,0.2392,0.8408,23,0.7742,31,4.5,23,4.956521739,1.845837107,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.70757017609794,1.63346845557959,"Noun",12.72,"(4.71,6.72]","high"
"100","underclothing","2","Concrete",4,20845,940.66,356.84,29,-0.0922,0.9955,29,0.9355,31,4.29,25,6.36,1.319090596,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.301029995663981,"Noun",7,"(4.71,6.72]","high"
